month,region,rainfall_mm,temperature_c,customer_group,shop_type,product_category,product_name,unit_price_tzs,units_sold,demand_level
10,Zanzibar,83.5,26.64,worker,retail_shop,Personal care,Lipstick,184,20,Low
7,Zanzibar,35.5,24.65,worker,retail_shop,Personal care,Foundation,989,20,High
4,Zanzibar,499.3,26.05,youth,market_stall,Sports goods,Resistance Bands,4442,21,High
4,Dar es Salaam,522.0,25.6,general,market_stall,Sports goods,Treadmill,3228,22,High
7,Dar es Salaam,20.9,24.91,youth,retail_shop,Phone accessories,Smartphone,3076,17,High
7,Zanzibar,35.5,24.65,youth,retail_shop,Personal care,Moisturizer,2878,21,Low
10,Mwanza,152.75,22.48,worker,small_shop,Stationery,Comics,1380,20,Low
7,Arusha,19.5,17.72,worker,market_stall,Sports goods,Treadmill,1702,12,High
10,Arusha,56.8,21.36,worker,market_stall,Sports goods,Dumbbells,1113,16,Low
4,Arusha,185.1,20.07,worker,retail_shop,Household items,Wall Art,2975,5,Low
7,Kilimanjaro,1.9,20.71,general,retail_shop,Household items,Lamp,3903,20,Low
7,Mwanza,52.2,22.75,general,small_shop,Stationery,Fiction,4473,8,Low
4,Arusha,185.1,20.07,worker,market_stall,Sports goods,Treadmill,4390,20,Low
1,Arusha,168.8,20.99,worker,market_stall,Sports goods,Resistance Bands,3452,19,Low
1,Zanzibar,201.3,27.76,worker,retail_shop,Household items,Lamp,4768,11,High
10,Dar es Salaam,82.3,25.97,general,retail_shop,Household items,Cushions,4558,27,High
10,Arusha,56.8,21.36,youth,market_stall,Clothing,T-shirt,3927,24,High
1,Arusha,168.8,20.99,worker,retail_shop,Phone accessories,Headphones,2129,20,Low
4,Zanzibar,499.3,26.05,youth,retail_shop,Phone accessories,Laptop,2653,21,High
1,Dar es Salaam,191.9,27.62,youth,small_shop,Stationery,Comics,1172,28,High
4,Kilimanjaro,205.1,22.21,youth,market_stall,Sports goods,Resistance Bands,461,15,High
1,Zanzibar,201.3,27.76,general,retail_shop,Household items,Wall Art,4136,24,High
10,Kilimanjaro,51.7,23.9,youth,small_shop,Stationery,Fiction,3126,7,Low
4,Arusha,185.1,20.07,general,market_stall,Clothing,Shoes,663,19,High
4,Kilimanjaro,205.1,22.21,general,market_stall,Clothing,Jacket,1669,18,Low
4,Dar es Salaam,522.0,25.6,general,market_stall,Sports goods,Resistance Bands,1866,27,High
10,Kilimanjaro,51.7,23.9,worker,market_stall,Sports goods,Yoga Mat,1296,19,Low
1,Kilimanjaro,43.6,24.46,youth,small_shop,Stationery,Biography,3665,21,Low
4,Zanzibar,499.3,26.05,worker,market_stall,Sports goods,Dumbbells,2408,23,Low
10,Dar es Salaam,82.3,25.97,worker,retail_shop,Personal care,Foundation,3881,13,Low
10,Arusha,56.8,21.36,general,retail_shop,Phone accessories,Headphones,1065,19,Low
4,Zanzibar,499.3,26.05,worker,retail_shop,Phone accessories,Laptop,2486,20,Low
4,Arusha,185.1,20.07,youth,market_stall,Sports goods,Resistance Bands,2184,21,High
1,Mwanza,136.25,21.97,general,retail_shop,Household items,Cushions,482,16,High
7,Arusha,19.5,17.72,youth,market_stall,Sports goods,Resistance Bands,2565,15,Low
10,Mwanza,152.75,22.48,general,retail_shop,Household items,Cushions,4014,28,High
10,Zanzibar,83.5,26.64,youth,market_stall,Clothing,T-shirt,1050,10,Low
10,Dar es Salaam,82.3,25.97,youth,small_shop,Stationery,Non-fiction,672,15,High
10,Zanzibar,83.5,26.64,general,retail_shop,Household items,Lamp,3973,15,High
4,Dar es Salaam,522.0,25.6,worker,market_stall,Clothing,Shoes,2963,12,Low
10,Zanzibar,83.5,26.64,general,retail_shop,Personal care,Perfume,287,14,High
1,Dar es Salaam,191.9,27.62,worker,market_stall,Sports goods,Resistance Bands,3224,14,High
1,Kilimanjaro,43.6,24.46,youth,small_shop,Stationery,Non-fiction,4382,9,Low
1,Kilimanjaro,43.6,24.46,youth,retail_shop,Personal care,Moisturizer,4383,18,Low
10,Mwanza,152.75,22.48,worker,retail_shop,Phone accessories,Laptop,3594,13,High
7,Dar es Salaam,20.9,24.91,youth,small_shop,Stationery,Fiction,712,25,High
7,Kilimanjaro,1.9,20.71,general,retail_shop,Personal care,Foundation,394,21,High
1,Dar es Salaam,191.9,27.62,youth,small_shop,Stationery,Biography,1151,22,Low
4,Mwanza,222.6,22.37,youth,retail_shop,Phone accessories,Laptop,1856,17,High
7,Zanzibar,35.5,24.65,general,market_stall,Clothing,T-shirt,1067,29,High
4,Zanzibar,499.3,26.05,general,small_shop,Stationery,Comics,1575,22,High
7,Mwanza,52.2,22.75,youth,retail_shop,Household items,Curtains,4889,14,High
4,Kilimanjaro,205.1,22.21,general,small_shop,Stationery,Non-fiction,3602,18,Low
7,Dar es Salaam,20.9,24.91,worker,retail_shop,Personal care,Perfume,2491,17,High
1,Dar es Salaam,191.9,27.62,worker,market_stall,Clothing,Jeans,1424,21,Low
7,Zanzibar,35.5,24.65,youth,market_stall,Sports goods,Treadmill,4257,9,Low
10,Mwanza,152.75,22.48,general,small_shop,Stationery,Biography,4861,17,Low
4,Dar es Salaam,522.0,25.6,general,retail_shop,Phone accessories,Smartwatch,1642,15,Low
7,Kilimanjaro,1.9,20.71,youth,small_shop,Stationery,Fiction,4755,12,Low
1,Mwanza,136.25,21.97,youth,small_shop,Stationery,Comics,834,18,Low
10,Dar es Salaam,82.3,25.97,general,small_shop,Stationery,Fiction,4023,12,Low
1,Zanzibar,201.3,27.76,worker,small_shop,Stationery,Biography,976,16,High
7,Dar es Salaam,20.9,24.91,general,market_stall,Sports goods,Yoga Mat,2546,16,High
4,Kilimanjaro,205.1,22.21,worker,retail_shop,Phone accessories,Headphones,2289,13,Low
10,Kilimanjaro,51.7,23.9,youth,market_stall,Sports goods,Dumbbells,1421,10,Low
10,Dar es Salaam,82.3,25.97,general,small_shop,Stationery,Fiction,332,16,Low
1,Zanzibar,201.3,27.76,youth,retail_shop,Personal care,Lipstick,890,26,High
7,Mwanza,52.2,22.75,youth,retail_shop,Personal care,Perfume,563,20,High
1,Arusha,168.8,20.99,general,retail_shop,Phone accessories,Headphones,3663,18,Low
10,Zanzibar,83.5,26.64,youth,small_shop,Stationery,Non-fiction,1869,8,Low
4,Mwanza,222.6,22.37,general,market_stall,Clothing,Jeans,242,17,Low
4,Dar es Salaam,522.0,25.6,worker,retail_shop,Household items,Cushions,2120,12,High
10,Kilimanjaro,51.7,23.9,worker,retail_shop,Household items,Lamp,826,22,High
1,Arusha,168.8,20.99,worker,market_stall,Sports goods,Resistance Bands,1945,8,Low
7,Kilimanjaro,1.9,20.71,youth,market_stall,Clothing,Shoes,1439,28,High
4,Arusha,185.1,20.07,worker,retail_shop,Personal care,Moisturizer,150,18,High
1,Mwanza,136.25,21.97,worker,retail_shop,Phone accessories,Headphones,3953,15,Low
1,Arusha,168.8,20.99,general,retail_shop,Personal care,Moisturizer,4078,16,Low
7,Arusha,19.5,17.72,youth,small_shop,Stationery,Fiction,771,16,Low
4,Kilimanjaro,205.1,22.21,youth,small_shop,Stationery,Non-fiction,929,17,High
7,Arusha,19.5,17.72,youth,small_shop,Stationery,Fiction,4971,20,High
7,Dar es Salaam,20.9,24.91,general,market_stall,Clothing,T-shirt,3265,13,High
7,Kilimanjaro,1.9,20.71,worker,market_stall,Sports goods,Dumbbells,1781,15,High
10,Kilimanjaro,51.7,23.9,worker,retail_shop,Household items,Lamp,2999,11,High
4,Arusha,185.1,20.07,youth,retail_shop,Personal care,Moisturizer,3954,21,Low
4,Arusha,185.1,20.07,youth,retail_shop,Personal care,Moisturizer,4619,14,High
1,Mwanza,136.25,21.97,general,small_shop,Stationery,Non-fiction,1059,17,Low
1,Zanzibar,201.3,27.76,general,small_shop,Stationery,Comics,4409,22,Low
7,Arusha,19.5,17.72,general,market_stall,Sports goods,Dumbbells,450,28,High
10,Mwanza,152.75,22.48,general,market_stall,Sports goods,Treadmill,1240,14,Low
1,Zanzibar,201.3,27.76,general,small_shop,Stationery,Biography,1965,21,High
7,Kilimanjaro,1.9,20.71,youth,market_stall,Sports goods,Yoga Mat,1084,11,Low
10,Dar es Salaam,82.3,25.97,worker,market_stall,Clothing,Jacket,398,15,Low
10,Zanzibar,83.5,26.64,general,retail_shop,Household items,Cushions,2798,19,High
10,Zanzibar,83.5,26.64,worker,small_shop,Stationery,Comics,4178,20,High
4,Kilimanjaro,205.1,22.21,general,retail_shop,Personal care,Lipstick,4880,11,Low
4,Arusha,185.1,20.07,general,market_stall,Clothing,Shoes,752,12,Low
7,Kilimanjaro,1.9,20.71,youth,small_shop,Stationery,Non-fiction,2883,16,Low
1,Mwanza,136.25,21.97,youth,small_shop,Stationery,Non-fiction,1939,24,High
10,Arusha,56.8,21.36,worker,market_stall,Clothing,Jeans,3963,9,Low
10,Kilimanjaro,51.7,23.9,general,small_shop,Stationery,Comics,4238,21,Low
1,Dar es Salaam,191.9,27.62,general,market_stall,Sports goods,Treadmill,2270,23,High
4,Kilimanjaro,205.1,22.21,worker,market_stall,Clothing,T-shirt,1156,26,High
10,Dar es Salaam,82.3,25.97,general,market_stall,Sports goods,Dumbbells,3370,21,Low
1,Arusha,168.8,20.99,youth,market_stall,Clothing,Jeans,2458,15,Low
1,Dar es Salaam,191.9,27.62,worker,market_stall,Clothing,T-shirt,4853,17,High
4,Kilimanjaro,205.1,22.21,general,market_stall,Sports goods,Dumbbells,3605,18,High
7,Kilimanjaro,1.9,20.71,youth,market_stall,Clothing,T-shirt,3315,9,Low
7,Mwanza,52.2,22.75,worker,retail_shop,Personal care,Foundation,4300,11,Low
1,Arusha,168.8,20.99,youth,retail_shop,Personal care,Foundation,4627,18,Low
4,Dar es Salaam,522.0,25.6,general,retail_shop,Household items,Cushions,1571,8,Low
1,Dar es Salaam,191.9,27.62,worker,small_shop,Stationery,Biography,2740,22,High
1,Kilimanjaro,43.6,24.46,worker,small_shop,Stationery,Fiction,4983,17,Low
7,Zanzibar,35.5,24.65,worker,small_shop,Stationery,Non-fiction,4388,20,Low
7,Zanzibar,35.5,24.65,worker,retail_shop,Household items,Lamp,116,8,Low
10,Zanzibar,83.5,26.64,general,retail_shop,Phone accessories,Smartphone,4143,14,Low
1,Mwanza,136.25,21.97,youth,retail_shop,Phone accessories,Laptop,1936,16,Low
10,Zanzibar,83.5,26.64,worker,market_stall,Sports goods,Yoga Mat,1673,17,High
10,Zanzibar,83.5,26.64,general,market_stall,Sports goods,Dumbbells,612,16,Low
10,Arusha,56.8,21.36,general,retail_shop,Household items,Curtains,4524,25,High
7,Arusha,19.5,17.72,general,small_shop,Stationery,Fiction,3465,25,High
4,Arusha,185.1,20.07,general,retail_shop,Phone accessories,Smartwatch,3314,20,High
10,Mwanza,152.75,22.48,general,retail_shop,Phone accessories,Laptop,3893,15,Low
1,Dar es Salaam,191.9,27.62,general,market_stall,Sports goods,Yoga Mat,4088,23,Low
4,Zanzibar,499.3,26.05,worker,retail_shop,Household items,Lamp,293,29,High
7,Zanzibar,35.5,24.65,general,market_stall,Clothing,Jeans,3017,20,Low
7,Zanzibar,35.5,24.65,youth,small_shop,Stationery,Comics,2485,21,High
7,Zanzibar,35.5,24.65,worker,retail_shop,Phone accessories,Headphones,2352,7,Low
1,Arusha,168.8,20.99,youth,small_shop,Stationery,Biography,2928,23,Low
1,Kilimanjaro,43.6,24.46,youth,retail_shop,Phone accessories,Laptop,1333,21,High
10,Mwanza,152.75,22.48,youth,small_shop,Stationery,Non-fiction,2828,22,Low
4,Arusha,185.1,20.07,general,retail_shop,Phone accessories,Headphones,3979,21,High
10,Mwanza,152.75,22.48,worker,retail_shop,Phone accessories,Laptop,542,19,High
4,Arusha,185.1,20.07,general,retail_shop,Personal care,Moisturizer,3050,12,Low
10,Mwanza,152.75,22.48,youth,small_shop,Stationery,Non-fiction,3732,20,High
10,Kilimanjaro,51.7,23.9,general,retail_shop,Household items,Wall Art,434,11,Low
4,Dar es Salaam,522.0,25.6,general,retail_shop,Personal care,Perfume,3308,15,High
10,Arusha,56.8,21.36,worker,retail_shop,Phone accessories,Headphones,2719,24,High
1,Zanzibar,201.3,27.76,worker,market_stall,Sports goods,Treadmill,1794,14,Low
7,Kilimanjaro,1.9,20.71,worker,retail_shop,Household items,Wall Art,326,19,Low
4,Dar es Salaam,522.0,25.6,youth,market_stall,Sports goods,Treadmill,594,19,Low
7,Arusha,19.5,17.72,general,small_shop,Stationery,Fiction,2330,13,Low
4,Kilimanjaro,205.1,22.21,youth,retail_shop,Personal care,Foundation,961,17,High
1,Kilimanjaro,43.6,24.46,general,small_shop,Stationery,Biography,2058,12,High
1,Zanzibar,201.3,27.76,general,market_stall,Clothing,Jeans,3958,20,High
7,Zanzibar,35.5,24.65,worker,small_shop,Stationery,Non-fiction,304,25,High
10,Kilimanjaro,51.7,23.9,worker,market_stall,Sports goods,Yoga Mat,3489,11,High
4,Zanzibar,499.3,26.05,youth,retail_shop,Phone accessories,Smartwatch,4253,23,Low
4,Dar es Salaam,522.0,25.6,worker,retail_shop,Household items,Wall Art,2191,11,Low
4,Dar es Salaam,522.0,25.6,youth,retail_shop,Personal care,Perfume,3103,24,Low
4,Dar es Salaam,522.0,25.6,youth,small_shop,Stationery,Comics,3112,19,Low
4,Zanzibar,499.3,26.05,youth,market_stall,Sports goods,Treadmill,1059,23,Low
7,Mwanza,52.2,22.75,general,retail_shop,Personal care,Foundation,4266,24,High
7,Kilimanjaro,1.9,20.71,worker,retail_shop,Phone accessories,Smartwatch,3313,17,High
4,Zanzibar,499.3,26.05,general,small_shop,Stationery,Non-fiction,4487,26,High
4,Zanzibar,499.3,26.05,general,retail_shop,Phone accessories,Headphones,2953,23,High
10,Arusha,56.8,21.36,general,market_stall,Sports goods,Resistance Bands,226,6,Low
10,Dar es Salaam,82.3,25.97,general,retail_shop,Household items,Cushions,3314,14,Low
4,Zanzibar,499.3,26.05,general,small_shop,Stationery,Fiction,2468,18,Low
10,Arusha,56.8,21.36,general,small_shop,Stationery,Comics,2182,17,Low
1,Arusha,168.8,20.99,youth,retail_shop,Household items,Curtains,2290,16,Low
7,Dar es Salaam,20.9,24.91,general,retail_shop,Personal care,Moisturizer,897,13,Low
4,Arusha,185.1,20.07,general,retail_shop,Personal care,Moisturizer,525,17,High
1,Mwanza,136.25,21.97,youth,small_shop,Stationery,Fiction,2353,9,Low
4,Zanzibar,499.3,26.05,general,market_stall,Sports goods,Treadmill,4493,14,High
7,Dar es Salaam,20.9,24.91,worker,market_stall,Sports goods,Dumbbells,1557,17,Low
7,Zanzibar,35.5,24.65,youth,market_stall,Clothing,Jeans,4415,22,High
4,Dar es Salaam,522.0,25.6,general,small_shop,Stationery,Fiction,456,25,High
10,Mwanza,152.75,22.48,general,market_stall,Sports goods,Treadmill,1215,19,Low
7,Dar es Salaam,20.9,24.91,general,small_shop,Stationery,Non-fiction,442,16,High
4,Arusha,185.1,20.07,youth,market_stall,Sports goods,Dumbbells,3818,11,Low
4,Mwanza,222.6,22.37,youth,retail_shop,Phone accessories,Laptop,3868,15,High
1,Dar es Salaam,191.9,27.62,worker,retail_shop,Household items,Wall Art,4104,17,High
10,Kilimanjaro,51.7,23.9,general,retail_shop,Personal care,Moisturizer,2762,22,Low
7,Arusha,19.5,17.72,youth,retail_shop,Phone accessories,Headphones,1433,21,High
4,Dar es Salaam,522.0,25.6,general,market_stall,Clothing,Shoes,440,25,High
1,Kilimanjaro,43.6,24.46,general,market_stall,Clothing,T-shirt,223,16,Low
7,Kilimanjaro,1.9,20.71,worker,retail_shop,Personal care,Perfume,3366,11,Low
4,Zanzibar,499.3,26.05,youth,market_stall,Sports goods,Yoga Mat,2984,12,Low
10,Kilimanjaro,51.7,23.9,general,retail_shop,Personal care,Lipstick,3018,13,High
7,Zanzibar,35.5,24.65,worker,retail_shop,Phone accessories,Smartwatch,1494,14,Low
1,Kilimanjaro,43.6,24.46,worker,retail_shop,Household items,Wall Art,4555,12,Low
10,Arusha,56.8,21.36,general,market_stall,Clothing,Shoes,4705,16,High
4,Kilimanjaro,205.1,22.21,worker,market_stall,Clothing,Jacket,4170,10,Low
1,Kilimanjaro,43.6,24.46,worker,small_shop,Stationery,Fiction,1314,19,Low
1,Kilimanjaro,43.6,24.46,general,retail_shop,Phone accessories,Headphones,3466,17,High
10,Mwanza,152.75,22.48,general,market_stall,Sports goods,Resistance Bands,2770,11,Low
1,Dar es Salaam,191.9,27.62,youth,market_stall,Clothing,Shoes,4584,13,Low
7,Arusha,19.5,17.72,worker,market_stall,Clothing,Shoes,4883,22,High
7,Zanzibar,35.5,24.65,general,small_shop,Stationery,Biography,4722,23,High
7,Kilimanjaro,1.9,20.71,youth,retail_shop,Household items,Curtains,1202,11,Low
7,Arusha,19.5,17.72,general,retail_shop,Phone accessories,Laptop,2397,19,High
7,Arusha,19.5,17.72,youth,small_shop,Stationery,Comics,2614,14,Low
4,Arusha,185.1,20.07,youth,market_stall,Clothing,Jacket,3009,27,High
4,Mwanza,222.6,22.37,general,market_stall,Clothing,Shoes,1450,22,Low
10,Dar es Salaam,82.3,25.97,general,market_stall,Clothing,Shoes,2200,10,Low
4,Mwanza,222.6,22.37,general,retail_shop,Household items,Lamp,3315,8,Low
4,Arusha,185.1,20.07,youth,small_shop,Stationery,Non-fiction,3752,13,Low
4,Arusha,185.1,20.07,general,market_stall,Clothing,Jeans,3922,10,Low
1,Dar es Salaam,191.9,27.62,youth,retail_shop,Phone accessories,Smartphone,895,13,High
10,Zanzibar,83.5,26.64,worker,market_stall,Sports goods,Treadmill,3180,10,Low
4,Mwanza,222.6,22.37,general,market_stall,Clothing,Shoes,855,19,High
4,Kilimanjaro,205.1,22.21,youth,small_shop,Stationery,Comics,311,18,Low
10,Dar es Salaam,82.3,25.97,youth,retail_shop,Personal care,Foundation,3674,21,High
4,Mwanza,222.6,22.37,general,market_stall,Sports goods,Treadmill,4914,21,High
10,Zanzibar,83.5,26.64,youth,market_stall,Clothing,T-shirt,3439,19,High
1,Arusha,168.8,20.99,general,retail_shop,Household items,Cushions,1709,18,High
10,Kilimanjaro,51.7,23.9,youth,retail_shop,Household items,Curtains,4324,24,High
10,Dar es Salaam,82.3,25.97,youth,market_stall,Clothing,Jacket,772,22,Low
1,Zanzibar,201.3,27.76,youth,retail_shop,Phone accessories,Headphones,250,20,Low
7,Kilimanjaro,1.9,20.71,general,market_stall,Sports goods,Yoga Mat,2516,24,High
1,Kilimanjaro,43.6,24.46,general,market_stall,Clothing,T-shirt,4907,11,Low
10,Kilimanjaro,51.7,23.9,youth,market_stall,Sports goods,Resistance Bands,637,8,Low
1,Dar es Salaam,191.9,27.62,general,small_shop,Stationery,Non-fiction,1702,22,Low
1,Mwanza,136.25,21.97,youth,market_stall,Sports goods,Resistance Bands,1314,20,High
4,Arusha,185.1,20.07,worker,retail_shop,Household items,Wall Art,4881,16,Low
1,Dar es Salaam,191.9,27.62,general,small_shop,Stationery,Biography,4664,20,Low
4,Kilimanjaro,205.1,22.21,worker,small_shop,Stationery,Biography,4992,27,High
10,Arusha,56.8,21.36,youth,retail_shop,Household items,Cushions,2080,26,High
1,Dar es Salaam,191.9,27.62,general,market_stall,Clothing,Jacket,2889,12,Low
10,Dar es Salaam,82.3,25.97,general,small_shop,Stationery,Non-fiction,718,16,High
1,Arusha,168.8,20.99,worker,retail_shop,Personal care,Lipstick,2644,30,High
4,Kilimanjaro,205.1,22.21,worker,retail_shop,Phone accessories,Headphones,1509,23,High
7,Arusha,19.5,17.72,general,retail_shop,Phone accessories,Smartphone,3966,19,Low
1,Kilimanjaro,43.6,24.46,general,retail_shop,Household items,Wall Art,3636,21,High
1,Arusha,168.8,20.99,youth,small_shop,Stationery,Fiction,728,21,High
7,Zanzibar,35.5,24.65,worker,small_shop,Stationery,Comics,3963,18,Low
1,Dar es Salaam,191.9,27.62,worker,retail_shop,Phone accessories,Laptop,1668,18,Low
10,Zanzibar,83.5,26.64,worker,small_shop,Stationery,Fiction,822,21,Low
7,Kilimanjaro,1.9,20.71,worker,retail_shop,Personal care,Foundation,718,15,Low
4,Arusha,185.1,20.07,worker,retail_shop,Personal care,Perfume,3556,16,Low
1,Dar es Salaam,191.9,27.62,worker,retail_shop,Phone accessories,Headphones,975,15,Low
4,Dar es Salaam,522.0,25.6,youth,market_stall,Sports goods,Resistance Bands,444,15,Low
7,Arusha,19.5,17.72,general,market_stall,Clothing,T-shirt,3094,18,High
7,Kilimanjaro,1.9,20.71,youth,small_shop,Stationery,Comics,2006,26,High
1,Mwanza,136.25,21.97,youth,retail_shop,Household items,Lamp,4534,19,Low
10,Arusha,56.8,21.36,general,market_stall,Sports goods,Resistance Bands,3889,25,High
10,Arusha,56.8,21.36,youth,retail_shop,Personal care,Foundation,1901,23,High
10,Dar es Salaam,82.3,25.97,general,retail_shop,Phone accessories,Laptop,4264,26,High
10,Arusha,56.8,21.36,general,small_shop,Stationery,Fiction,3044,17,High
10,Arusha,56.8,21.36,general,small_shop,Stationery,Fiction,2026,13,High
4,Dar es Salaam,522.0,25.6,worker,small_shop,Stationery,Non-fiction,589,22,High
4,Dar es Salaam,522.0,25.6,youth,small_shop,Stationery,Biography,3251,12,Low
7,Dar es Salaam,20.9,24.91,worker,retail_shop,Personal care,Lipstick,1048,18,High
1,Kilimanjaro,43.6,24.46,worker,market_stall,Sports goods,Yoga Mat,750,14,High
7,Arusha,19.5,17.72,general,market_stall,Sports goods,Yoga Mat,2970,22,Low
7,Arusha,19.5,17.72,general,retail_shop,Household items,Wall Art,2222,22,Low
4,Arusha,185.1,20.07,general,retail_shop,Personal care,Perfume,1261,11,Low
1,Zanzibar,201.3,27.76,youth,retail_shop,Phone accessories,Laptop,3908,17,Low
4,Arusha,185.1,20.07,worker,market_stall,Clothing,T-shirt,1588,9,Low
7,Arusha,19.5,17.72,general,market_stall,Clothing,T-shirt,4587,22,High
1,Kilimanjaro,43.6,24.46,worker,retail_shop,Phone accessories,Headphones,379,14,High
4,Kilimanjaro,205.1,22.21,general,market_stall,Sports goods,Treadmill,3535,16,High
7,Arusha,19.5,17.72,general,retail_shop,Phone accessories,Headphones,3706,23,High
7,Kilimanjaro,1.9,20.71,general,small_shop,Stationery,Non-fiction,1143,13,High
7,Arusha,19.5,17.72,general,small_shop,Stationery,Biography,688,19,High
1,Arusha,168.8,20.99,worker,market_stall,Sports goods,Treadmill,255,9,Low
10,Arusha,56.8,21.36,youth,retail_shop,Personal care,Foundation,4780,24,High
1,Dar es Salaam,191.9,27.62,youth,market_stall,Sports goods,Treadmill,1471,11,Low
4,Arusha,185.1,20.07,general,market_stall,Sports goods,Dumbbells,4430,15,Low
7,Mwanza,52.2,22.75,youth,small_shop,Stationery,Non-fiction,3506,9,Low
10,Mwanza,152.75,22.48,worker,small_shop,Stationery,Comics,1066,21,High
7,Kilimanjaro,1.9,20.71,youth,retail_shop,Phone accessories,Smartphone,2869,16,High
4,Kilimanjaro,205.1,22.21,worker,retail_shop,Phone accessories,Headphones,4516,23,Low
1,Mwanza,136.25,21.97,worker,small_shop,Stationery,Comics,2228,25,High
1,Arusha,168.8,20.99,youth,small_shop,Stationery,Fiction,2095,26,High
10,Arusha,56.8,21.36,youth,retail_shop,Personal care,Foundation,537,18,High
7,Dar es Salaam,20.9,24.91,worker,small_shop,Stationery,Comics,2374,17,Low
1,Mwanza,136.25,21.97,youth,small_shop,Stationery,Non-fiction,989,22,High
7,Arusha,19.5,17.72,worker,market_stall,Sports goods,Dumbbells,4605,13,Low
4,Zanzibar,499.3,26.05,general,retail_shop,Personal care,Lipstick,1690,14,High
7,Zanzibar,35.5,24.65,general,retail_shop,Household items,Lamp,524,18,High
4,Mwanza,222.6,22.37,worker,market_stall,Sports goods,Yoga Mat,3443,16,High
10,Mwanza,152.75,22.48,general,small_shop,Stationery,Fiction,3522,16,High
4,Mwanza,222.6,22.37,general,market_stall,Clothing,Shoes,1437,22,Low
10,Kilimanjaro,51.7,23.9,youth,small_shop,Stationery,Fiction,229,18,High
7,Mwanza,52.2,22.75,general,market_stall,Sports goods,Treadmill,1728,25,High
7,Zanzibar,35.5,24.65,general,retail_shop,Personal care,Lipstick,2666,15,High
7,Mwanza,52.2,22.75,youth,retail_shop,Personal care,Perfume,2000,23,High
1,Dar es Salaam,191.9,27.62,worker,retail_shop,Personal care,Moisturizer,3206,15,Low
10,Kilimanjaro,51.7,23.9,youth,market_stall,Clothing,Shoes,3814,23,Low
4,Zanzibar,499.3,26.05,youth,retail_shop,Personal care,Perfume,661,19,Low
1,Mwanza,136.25,21.97,general,market_stall,Sports goods,Resistance Bands,2737,22,Low
7,Arusha,19.5,17.72,youth,small_shop,Stationery,Fiction,4291,20,High
4,Arusha,185.1,20.07,worker,retail_shop,Personal care,Perfume,2224,18,High
4,Kilimanjaro,205.1,22.21,worker,retail_shop,Personal care,Perfume,3397,19,Low
7,Zanzibar,35.5,24.65,worker,market_stall,Clothing,Jacket,4183,18,Low
1,Arusha,168.8,20.99,worker,retail_shop,Household items,Cushions,3390,19,Low
4,Kilimanjaro,205.1,22.21,worker,retail_shop,Personal care,Perfume,3365,22,High
4,Zanzibar,499.3,26.05,general,retail_shop,Personal care,Perfume,4568,11,Low
7,Kilimanjaro,1.9,20.71,general,retail_shop,Personal care,Foundation,3212,14,High
10,Mwanza,152.75,22.48,worker,retail_shop,Personal care,Lipstick,2216,8,Low
1,Kilimanjaro,43.6,24.46,youth,retail_shop,Phone accessories,Smartphone,3687,26,High
1,Zanzibar,201.3,27.76,general,retail_shop,Household items,Cushions,3492,24,Low
1,Mwanza,136.25,21.97,general,retail_shop,Personal care,Perfume,4954,20,High
10,Arusha,56.8,21.36,general,market_stall,Clothing,Shoes,648,23,High
1,Dar es Salaam,191.9,27.62,worker,small_shop,Stationery,Comics,4396,20,Low
1,Kilimanjaro,43.6,24.46,general,market_stall,Clothing,Jacket,3322,15,High
7,Mwanza,52.2,22.75,youth,retail_shop,Phone accessories,Laptop,1321,21,High
4,Mwanza,222.6,22.37,general,market_stall,Sports goods,Yoga Mat,3309,24,High
10,Zanzibar,83.5,26.64,general,retail_shop,Household items,Wall Art,1788,12,High
1,Zanzibar,201.3,27.76,youth,retail_shop,Phone accessories,Headphones,4029,11,Low
4,Dar es Salaam,522.0,25.6,youth,market_stall,Sports goods,Resistance Bands,629,17,Low
4,Mwanza,222.6,22.37,general,small_shop,Stationery,Biography,800,20,Low
1,Mwanza,136.25,21.97,general,retail_shop,Household items,Lamp,3235,22,High
1,Dar es Salaam,191.9,27.62,general,retail_shop,Phone accessories,Smartphone,113,20,Low
4,Zanzibar,499.3,26.05,general,small_shop,Stationery,Non-fiction,1677,12,Low
7,Arusha,19.5,17.72,worker,retail_shop,Household items,Cushions,3984,16,High
1,Zanzibar,201.3,27.76,general,retail_shop,Household items,Curtains,3546,19,High
1,Mwanza,136.25,21.97,general,market_stall,Sports goods,Resistance Bands,1425,19,High
4,Arusha,185.1,20.07,youth,market_stall,Sports goods,Yoga Mat,2058,16,High
1,Arusha,168.8,20.99,youth,retail_shop,Household items,Wall Art,280,23,High
10,Kilimanjaro,51.7,23.9,youth,retail_shop,Household items,Cushions,821,22,Low
4,Zanzibar,499.3,26.05,worker,market_stall,Sports goods,Dumbbells,537,16,Low
4,Zanzibar,499.3,26.05,general,small_shop,Stationery,Fiction,2129,10,Low
7,Dar es Salaam,20.9,24.91,general,small_shop,Stationery,Non-fiction,1299,26,High
1,Mwanza,136.25,21.97,youth,retail_shop,Household items,Lamp,676,27,High
1,Zanzibar,201.3,27.76,youth,retail_shop,Household items,Lamp,3471,16,High
1,Dar es Salaam,191.9,27.62,general,retail_shop,Household items,Curtains,3809,24,High
10,Arusha,56.8,21.36,worker,retail_shop,Phone accessories,Headphones,486,19,High
